"No","CVE","AdvisoryIDs","AdvisoryCount"
"1083","CVE-2018-6969","VCDSA23543","1"
"1084","CVE-2018-6971","VCDSA23544","1"
"1085","CVE-2018-6972","VCDSA23544","1"
"1086","CVE-2018-6974","VCDSA23520","1"
"1087","CVE-2018-6977","VCDSA23548","1"
"1088","CVE-2018-6978","VCDSA23525","1"
"1089","CVE-2018-6980","VCDSA23522","1"
"1090","CVE-2018-6981","VCDSA23521","1"
"1091","CVE-2018-6982","VCDSA23521","1"
"1092","CVE-2018-6983","VCDSA23524","1"
"1093","CVE-2019-11091","VCDSA23553","1"
"1094","CVE-2019-11135","VCDSA23565","1"
"1095","CVE-2019-11477","VCDSA23555","1"
"1096","CVE-2019-11478","VCDSA23555","1"
"1097","CVE-2019-16097","VCDSA23560","1"
"1098","CVE-2019-16919","VCDSA23561","1"
"1099","CVE-2019-5511","VCDSA23527","1"
"1100","CVE-2019-5512","VCDSA23527","1"
"1101","CVE-2019-5513","VCDSA23527","1"
"1102","CVE-2019-5514","VCDSA23550","1"
"1103","CVE-2019-5515","VCDSA23550","1"
"1104","CVE-2019-5516","VCDSA23551","1"
"1105","CVE-2019-5517","VCDSA23551","1"
"1106","CVE-2019-5518","VCDSA23550","1"
"1107","CVE-2019-5519","VCDSA23550","1"
"1108","CVE-2019-5520","VCDSA23551","1"
"1109","CVE-2019-5521","VCDSA23557","1"
"1110","CVE-2019-5522","VCDSA23554","1"
"1111","CVE-2019-5523","VCDSA23528","1"
"1112","CVE-2019-5524","VCDSA23550","1"
"1113","CVE-2019-5525","VCDSA23554","1"
"1114","CVE-2019-5526","VCDSA23552","1"
"1115","CVE-2019-5527","VCDSA23559","1"
"1116","CVE-2019-5528","VCDSA23556","1"
"1117","CVE-2019-5531","VCDSA23558","1"
"1118","CVE-2019-5532","VCDSA23558","1"
"1119","CVE-2019-5534","VCDSA23558","1"
"1120","CVE-2019-5535","VCDSA23559","1"
"1121","CVE-2019-5536","VCDSA23564","1"
"1122","CVE-2019-5537","VCDSA23563","1"
"1123","CVE-2019-5538","VCDSA23563","1"
"1124","CVE-2019-5539","VCDSA23568","1"
"1125","CVE-2019-5540","VCDSA23566","1"
"1126","CVE-2019-5541","VCDSA23566","1"
"1127","CVE-2019-5542","VCDSA23566","1"
"1128","CVE-2019-5543","VCDSA23571","1"
"1129","CVE-2019-5544","VCDSA23567","1"
"1130","CVE-2019-5684","VCDSA23557","1"
"1131","CVE-2019-5736","VCDSA23526","1"
"1132","CVE-2020-11651","VCDSA23576","1"
"1133","CVE-2020-11652","VCDSA23576","1"
"1134","CVE-2020-3941","VCDSA23569","1"
"1135","CVE-2020-3943","VCDSA23570","1"
"1136","CVE-2020-3944","VCDSA23570","1"
"1137","CVE-2020-3945","VCDSA23570","1"
"1138","CVE-2020-3947","VCDSA23571","1"
"1139","CVE-2020-3948","VCDSA23571","1"
"1140","CVE-2020-3950","VCDSA23572","1"
"1141","CVE-2020-3951","VCDSA23572","1"
"1142","CVE-2020-3952","VCDSA23573","1"
"1143","CVE-2020-3953","VCDSA23574","1"
"1144","CVE-2020-3954","VCDSA23574","1"
"1145","CVE-2020-3955","VCDSA23575","1"
"1146","CVE-2020-3956","VCDSA23577","1"
"1147","CVE-2020-3957","VCDSA23578","1"
"1148","CVE-2020-3958","VCDSA23578","1"
"1149","CVE-2020-3959","VCDSA23578","1"
"1150","CVE-2020-3960","VCDSA23579","1"
"1151","CVE-2020-3962","VCDSA23581","1"
"1152","CVE-2020-3963","VCDSA23581","1"
"1153","CVE-2020-3964","VCDSA23581","1"
"1154","CVE-2020-3965","VCDSA23581","1"
"1155","CVE-2020-3966","VCDSA23581","1"
"1156","CVE-2020-3967","VCDSA23581","1"
"1157","CVE-2020-3968","VCDSA23581","1"
"1158","CVE-2020-3969","VCDSA23581","1"
"1159","CVE-2020-3970","VCDSA23581","1"
"1160","CVE-2020-3971","VCDSA23581","1"
"1161","CVE-2020-3972","VCDSA23580","1"
"1162","CVE-2020-3974","VCDSA23585","1"
"1163","CVE-2020-3976","VCDSA23588","1"
"1164","CVE-2020-3980","VCDSA23589","1"
"1165","CVE-2020-3981","VCDSA23590","1"
"1166","CVE-2020-3982","VCDSA23590","1"
"1167","CVE-2020-3986","VCDSA23589","1"
"1168","CVE-2020-3987","VCDSA23589","1"
"1169","CVE-2020-3988","VCDSA23589","1"
"1170","CVE-2020-3989","VCDSA23589","1"
"1171","CVE-2020-3990","VCDSA23589","1"
"1172","CVE-2020-3992","VCDSA23590","1"
"1173","CVE-2020-3993","VCDSA23590","1"
"1174","CVE-2020-3994","VCDSA23590","1"
"1175","CVE-2020-3995","VCDSA23590","1"
"1176","CVE-2020-3999","VCDSA23597","1"
"1177","CVE-2020-4004","VCDSA23583","1"
"1178","CVE-2020-4005","VCDSA23583","1"
"1179","CVE-2020-4006","VCDSA23594","1"
"1180","CVE-2021-21972","VCDSA23599","1"
"1181","CVE-2021-21973","VCDSA23599","1"
"1182","CVE-2021-21974","VCDSA23599","1"
"1183","CVE-2021-21975","VCDSA23600","1"
"1184","CVE-2021-21976","VCDSA23598","1"
"1185","CVE-2021-21980","VCDSA23617","1"
"1186","CVE-2021-21981","VCDSA23592","1"
"1187","CVE-2021-21983","VCDSA23600","1"
"1188","CVE-2021-21984","VCDSA23593","1"
"1189","CVE-2021-21985","VCDSA23602","1"
"1190","CVE-2021-21986","VCDSA23602","1"
"1191","CVE-2021-21987","VCDSA23601","1"
"1192","CVE-2021-21988","VCDSA23601","1"
"1193","CVE-2021-21989","VCDSA23601","1"
"1194","CVE-2021-21991","VCDSA23611","1"
"1195","CVE-2021-21992","VCDSA23611","1"
"1196","CVE-2021-21993","VCDSA23611","1"
"1197","CVE-2021-21994","VCDSA23606","1"
"1198","CVE-2021-21995","VCDSA23606","1"
"1199","CVE-2021-21997","VCDSA23603","1"
"1200","CVE-2021-21999","VCDSA23605","1"
"1201","CVE-2021-22002","VCDSA23608","1"
"1202","CVE-2021-22003","VCDSA23608","1"
"1203","CVE-2021-22005","VCDSA23611","1"
"1204","CVE-2021-22006","VCDSA23611","1"
"1205","CVE-2021-22007","VCDSA23611","1"
"1206","CVE-2021-22008","VCDSA23611","1"
"1207","CVE-2021-22009","VCDSA23611","1"
"1208","CVE-2021-22010","VCDSA23611","1"
"1209","CVE-2021-22011","VCDSA23611","1"
"1210","CVE-2021-22012","VCDSA23611","1"
"1211","CVE-2021-22013","VCDSA23611","1"
"1212","CVE-2021-22014","VCDSA23611","1"
"1213","CVE-2021-22015","VCDSA23611","1"
"1214","CVE-2021-22016","VCDSA23611","1"
"1215","CVE-2021-22017","VCDSA23611","1"
"1216","CVE-2021-22018","VCDSA23611","1"
"1217","CVE-2021-22019","VCDSA23611","1"
"1218","CVE-2021-22020","VCDSA23611","1"
"1219","CVE-2021-22021","VCDSA23610","1"
"1220","CVE-2021-22022","VCDSA23609","1"
"1221","CVE-2021-22023","VCDSA23609","1"
"1222","CVE-2021-22024","VCDSA23609","1"
"1223","CVE-2021-22025","VCDSA23609","1"
"1224","CVE-2021-22026","VCDSA23609","1"
"1225","CVE-2021-22027","VCDSA23609","1"
"1226","CVE-2021-22033","VCDSA23613","1"
"1227","CVE-2021-22034","VCDSA23624","1"
"1228","CVE-2021-22035","VCDSA23614","1"
"1229","CVE-2021-22036","VCDSA23615","1"
"1230","CVE-2021-22040","VCDSA23619","1"
"1231","CVE-2021-22041","VCDSA23619","1"
"1232","CVE-2021-22042","VCDSA23619","1"
"1233","CVE-2021-22043","VCDSA23619","1"
"1234","CVE-2021-22045","VCDSA23627","1"
"1235","CVE-2021-22048","VCDSA23625","1"
"1236","CVE-2021-22049","VCDSA23617","1"
"1237","CVE-2021-22050","VCDSA23619","1"
"1238","CVE-2021-22056","VCDSA23626","1"
"1239","CVE-2021-22057","VCDSA23626","1"
"1240","CVE-2021-39144","VCDSA23646","1"
"1241","CVE-2021-44228","VCDSA23626; VCDSA23618","2"
"1242","CVE-2021-44832","VCDSA23618","1"
"1243","CVE-2021-45046","VCDSA23618","1"
"1244","CVE-2021-45105","VCDSA23618","1"
"1245","CVE-2022-21123","VCDSA23632","1"
"1246","CVE-2022-21125","VCDSA23632","1"
"1247","CVE-2022-21166","VCDSA23632","1"
"1248","CVE-2022-22938","VCDSA23628","1"
"1249","CVE-2022-22939","VCDSA23629","1"
"1250","CVE-2022-22943","VCDSA23621","1"
"1251","CVE-2022-22945","VCDSA23620","1"
"1252","CVE-2022-22948","VCDSA23623","1"
"1253","CVE-2022-22953","VCDSA23633","1"
"1254","CVE-2022-22954","VCDSA23639","1"
"1255","CVE-2022-22955","VCDSA23639","1"
"1256","CVE-2022-22956","VCDSA23639","1"
"1257","CVE-2022-22957","VCDSA23639","1"
"1258","CVE-2022-22958","VCDSA23639","1"
"1259","CVE-2022-22959","VCDSA23639","1"
"1260","CVE-2022-22960","VCDSA23639","1"
"1261","CVE-2022-22961","VCDSA23639","1"
"1262","CVE-2022-22966","VCDSA23641","1"
"1263","CVE-2022-22972","VCDSA23630","1"
"1264","CVE-2022-22973","VCDSA23630","1"
"1265","CVE-2022-22977","VCDSA23631","1"
"1266","CVE-2022-22982","VCDSA23634","1"
"1267","CVE-2022-22983","VCDSA23651","1"
"1268","CVE-2022-23816","VCDSA23636","1"
"1269","CVE-2022-23825","VCDSA23636","1"
"1270","CVE-2022-26373","VCDSA23636","1"
"1271","CVE-2022-28693","VCDSA23636","1"
"1272","CVE-2022-29901","VCDSA23636","1"
"1273","CVE-2022-31654","VCDSA23635","1"
"1274","CVE-2022-31655","VCDSA23635","1"
"1275","CVE-2022-31656","VCDSA23637","1"
"1276","CVE-2022-31657","VCDSA23637","1"
"1277","CVE-2022-31658","VCDSA23637","1"
"1278","CVE-2022-31659","VCDSA23637","1"
"1279","CVE-2022-31660","VCDSA23637","1"
"1280","CVE-2022-31661","VCDSA23637","1"
"1281","CVE-2022-31662","VCDSA23637","1"
"1282","CVE-2022-31663","VCDSA23637","1"
"1283","CVE-2022-31664","VCDSA23637","1"
"1284","CVE-2022-31665","VCDSA23637","1"
"1285","CVE-2022-31672","VCDSA23650","1"
"1286","CVE-2022-31673","VCDSA23650","1"
"1287","CVE-2022-31674","VCDSA23650","1"
"1288","CVE-2022-31675","VCDSA23650","1"
"1289","CVE-2022-31676","VCDSA23642","1"
"1290","CVE-2022-31678","VCDSA23646","1"
"1291","CVE-2022-31680","VCDSA23644","1"
"1292","CVE-2022-31681","VCDSA23644","1"
"1293","CVE-2022-31682","VCDSA23645","1"
"1294","CVE-2022-31693","VCDSA23647","1"
"1295","CVE-2022-31696","VCDSA23648","1"
"1296","CVE-2022-31697","VCDSA23648","1"
"1297","CVE-2022-31698","VCDSA23648","1"
"1298","CVE-2022-31699","VCDSA23648","1"
"1299","CVE-2022-31700","VCDSA23652","1"
"1300","CVE-2022-31701","VCDSA23652","1"
"1301","CVE-2022-31702","VCDSA23649","1"
"1302","CVE-2022-31703","VCDSA23649","1"
"1303","CVE-2022-31704","VCDSA23657","1"
"1304","CVE-2022-31705","VCDSA23653","1"
"1305","CVE-2022-31706","VCDSA23657","1"
"1306","CVE-2022-31707","VCDSA23656","1"
"1307","CVE-2022-31708","VCDSA23656","1"
"1308","CVE-2022-31710","VCDSA23657","1"
"1309","CVE-2022-31711","VCDSA23657","1"
"1310","CVE-2023-20854","VCDSA23659","1"
"1311","CVE-2023-20855","VCDSA23668","1"
"1312","CVE-2023-20856","VCDSA23658","1"
"1313","CVE-2023-20864","VCDSA23669","1"
"1314","CVE-2023-20865","VCDSA23669","1"
"1315","CVE-2023-20867","VCDSA23675","1"
"1316","CVE-2023-20868","VCDSA23672","1"
"1317","CVE-2023-20869","VCDSA23670","1"
"1318","CVE-2023-20870","VCDSA23676; VCDSA23670","2"
"1319","CVE-2023-20871","VCDSA23670","1"
"1320","CVE-2023-20872","VCDSA23670","1"
"1321","CVE-2023-20877","VCDSA23671","1"
"1322","CVE-2023-20878","VCDSA23671","1"
"1323","CVE-2023-20879","VCDSA23671","1"
"1324","CVE-2023-20880","VCDSA23671","1"
"1325","CVE-2023-20884","VCDSA23673","1"
"1326","CVE-2023-20887","VCDSA23674","1"
"1327","CVE-2023-20888","VCDSA23674","1"
"1328","CVE-2023-20889","VCDSA23674","1"
"1329","CVE-2023-20890","VCDSA23663","1"
"1330","CVE-2023-20892","VCDSA23660","1"
"1331","CVE-2023-20893","VCDSA23660","1"
"1332","CVE-2023-20894","VCDSA23660","1"
"1333","CVE-2023-20895","VCDSA23660","1"
"1334","CVE-2023-20896","VCDSA23660","1"
"1335","CVE-2023-20900","VCDSA23678; VCDSA23664","2"
"1336","CVE-2023-34039","VCDSA23663","1"
"1337","CVE-2023-34043","VCDSA23665","1"
"1338","CVE-2023-34044","VCDSA23676","1"
"1339","CVE-2023-34045","VCDSA23676","1"
"1340","CVE-2023-34046","VCDSA23676","1"
"1341","CVE-2023-34048","VCDSA23677","1"
"1342","CVE-2023-34051","VCDSA23666","1"
"1343","CVE-2023-34052","VCDSA23666","1"
"1344","CVE-2023-34056","VCDSA23677","1"
"1345","CVE-2023-34057","VCDSA23678","1"
"1346","CVE-2023-34058","VCDSA23678","1"
"1347","CVE-2023-34060","VCDSA23679","1"
"1348","CVE-2023-34063","VCDSA23680","1"
"1349","CVE-2024-22235CVE-2024-22235 CVE-2024-22235 CVE-2024-22235 CVE-2024-22235 CVE-2024-22235 CVE-2024-22235 CVE-2024-22235 CVE-2024-22235 CVE-2024-22235 CVE-2024-22235 CVE-2024-22235 CVE-2024-22235 CVE-2024-22235","VCDSA24264","1"
"1350","CVE-2024-22237","VCDSA23681","1"
"1351","CVE-2024-22238","VCDSA23681","1"
"1352","CVE-2024-22239","VCDSA23681","1"
"1353","CVE-2024-22240","VCDSA23681","1"
"1354","CVE-2024-22241","VCDSA23681","1"
"1355","CVE-2024-22245","VCDSA24257","1"
"1356","CVE-2024-22250","VCDSA24257","1"
"1357","CVE-2024-22251CVE-2024-22251 CVE-2024-22251 CVE-2024-22251 CVE-2024-22251 CVE-2024-22251 CVE-2024-22251 CVE-2024-22251 CVE-2024-22251 CVE-2024-22251 CVE-2024-22251 CVE-2024-22251 CVE-2024-22251","VCDSA24265","1"
"1358","CVE-2024-22252","VCDSA24266","1"
"1359","CVE-2024-22253","VCDSA24266","1"
"1360","CVE-2024-22254","VCDSA24266","1"
"1361","CVE-2024-22255","VCDSA24266","1"
"1362","CVE-2024-22256CVE-2024-22256 CVE-2024-22256 CVE-2024-22256 CVE-2024-22256 CVE-2024-22256 CVE-2024-22256 CVE-2024-22256 CVE-2024-22256 CVE-2024-22256 CVE-2024-22256 CVE-2024-22256 CVE-2024-22256","VCDSA24267","1"
"1363","CVE-2024-22267","VCDSA24280","1"
"1364","CVE-2024-22268","VCDSA24280","1"
"1365","CVE-2024-22269","VCDSA24280","1"
"1366","CVE-2024-22270","VCDSA24280","1"
"1367","CVE-2024-22272CVE-2024-22272 CVE-2024-22272 CVE-2024-22272 CVE-2024-22272 CVE-2024-22272 CVE-2024-22272 CVE-2024-22272 CVE-2024-22272 CVE-2024-22272 CVE-2024-22272 CVE-2024-22272 CVE-2024-22272 CVE-2024-22272 CVE-2024-22272","VCDSA24371","1"
"1368","CVE-2024-22273","VCDSA24308","1"
"1369","CVE-2024-22274","VCDSA24308","1"
"1370","CVE-2024-22275","VCDSA24308","1"
"1371","CVE-2024-22276CVE-2024-22276 CVE-2024-22276 CVE-2024-22276 CVE-2024-22276 CVE-2024-22276 CVE-2024-22276 CVE-2024-22276 CVE-2024-22276 CVE-2024-22276 CVE-2024-22276 CVE-2024-22272 CVE-2024-22276 CVE-2024-22276 CVE-2024-22276 CVE-2024-22276","VCDSA24372","1"
"1372","CVE-2024-22277CVE-2024-22277 CVE-2024-22277 CVE-2024-22277 CVE-2024-22277 CVE-2024-22277 CVE-2024-22277 CVE-2024-22277 CVE-2024-22277 CVE-2024-22277 CVE-2024-22272 CVE-2024-22277 CVE-2024-22277 CVE-2024-22277 CVE-2024-22277","VCDSA24557","1"
"1373","CVE-2024-22280CVE-2024-22280 CVE-2024-22280 CVE-2024-22280 CVE-2024-22280 CVE-2024-22280 CVE-2024-22280 CVE-2024-22280 CVE-2024-22280 CVE-2024-22280 CVE-2024-22280 CVE-2024-22280","VCDSA24598","1"
"1374","CVE-2024-37079","VCDSA24453","1"
"1375","CVE-2024-37080","VCDSA24453","1"
"1376","CVE-2024-37081","VCDSA24453","1"
"1377","CVE-2024-37085","VCDSA24505","1"
"1378","CVE-2024-37086","VCDSA24505","1"
"1379","CVE-2024-37087","VCDSA24505","1"
"1380","CVE-2024-38811CVE-2024-38811 CVE-2024-38811 CVE-2024-38811 CVE-2024-38811 CVE-2024-38811 CVE-2024-38811 CVE-2024-38811 CVE-2024-38811 CVE-2024-38811 CVE-2024-38811 CVE-2024-38811","VCDSA24939","1"
"1381","CVE-2024-38812","VCDSA24968","1"
"1382","CVE-2024-38813","VCDSA24968","1"
"1383","CVE-2024-38814","VCDSA25390","1"
"1384","CVE-2024-38814CVE-2024-38814 CVE-2024-38814 CVE-2024-38814 CVE-2024-38814 CVE-2024-38814 CVE-2024-38814 CVE-2024-38814 CVE-2024-38814 CVE-2024-38814 CVE-2024-38814 CVE-2024-38814 CVE-2024-38814 CVE-2024-38814 CVE-2024-38814","VCDSA25019","1"
"1385","CVE-2024-38815","VCDSA25047","1"
"1386","CVE-2024-38817","VCDSA25047","1"
"1387","CVE-2024-38818","VCDSA25047","1"
"1388","CVE-2024-38830","VCDSA25199","1"
"1389","CVE-2024-38831","VCDSA25199","1"
"1390","CVE-2024-38832","VCDSA25199","1"
"1391","CVE-2024-38833","VCDSA25199","1"
"1392","CVE-2024-38834","VCDSA25199","1"
"1393","CVE-2025-22215CVE-2025-22215 CVE-2025-22215 CVE-2025-22215 CVE-2025-22215 CVE-2025-22215 CVE-2025-22215 CVE-2025-22215 CVE-2025-22215 CVE-2025-22215 CVE-2025-22215 CVE-2025-22215","VCDSA25312","1"
"1394","CVE-2025-22218","VCDSA25329","1"
"1395","CVE-2025-22219","VCDSA25329","1"
"1396","CVE-2025-22220","VCDSA25329","1"
"1397","CVE-2025-22221","VCDSA25329","1"
"1398","CVE-2025-22222","VCDSA25329","1"
"1399","CVE-2025-22224","VCDSA25390","1"
"1400","CVE-2025-22225","VCDSA25390","1"
"1401","CVE-2025-22226","VCDSA25390","1"
"1402","CVE-2025-22230CVE-2025-22230 CVE-2025-22230 CVE-2025-22230 CVE-2025-22230 CVE-2025-22230 CVE-2025-22230 CVE-2025-22230 CVE-2025-22230 CVE-2025-22230 CVE-2025-22230 CVE-2025-22230 CVE-2025-22230 CVE-2025-22230","VCDSA25518","1"
"1403","CVE-2025-22231CVE-2025-22231 CVE-2025-22231 CVE-2025-22231 CVE-2025-22231 CVE-2025-22231 CVE-2025-22231 CVE-2025-22231 CVE-2025-22231 CVE-2025-22231 CVE-2025-22231 CVE-2025-22231 CVE-2025-22231 CVE-2025-22231","VCDSA25541","1"
"1404","CVE-2025-22243","VCDSA25738","1"
"1405","CVE-2025-22244","VCDSA25738","1"
"1406","CVE-2025-22245","VCDSA25738","1"
"1407","CVE-2025-22247CVE-2025-22247 CVE-2025-22247 CVE-2025-22247 CVE-2025-22247 CVE-2025-22247 CVE-2025-22247 CVE-2025-22247 CVE-2025-22247 CVE-2025-22247 CVE-2025-22247 CVE-2025-22247 CVE-2025-22247 CVE-2025-22247 CVE-2025-22247","VCDSA25683","1"
"1408","CVE-2025-22249CVE-2025-22249 CVE-2025-22249 CVE-2025-22249 CVE-2025-22249 CVE-2025-22249 CVE-2025-22249 CVE-2025-22249 CVE-2025-22249 CVE-2025-22249 CVE-2025-22249 CVE-2025-22249 CVE-2025-22249","VCDSA25711","1"
"1409","CVE-2025-41225","VCDSA25717","1"
"1410","CVE-2025-41226","VCDSA25717","1"
"1411","CVE-2025-41227","VCDSA25717","1"
"1412","CVE-2025-41228","VCDSA25717","1"
"1413","CVE-2025-41229","VCDSA25733","1"
"1414","CVE-2025-41230","VCDSA25733","1"
"1415","CVE-2025-41231","VCDSA25733","1"
"1416","CVE-2025-41236","VCDSA35877","1"
"1417","CVE-2025-41237","VCDSA35877","1"
"1418","CVE-2025-41238","VCDSA35877","1"
"1419","CVE-2025-41239","VCDSA35877","1"
"1420","CVE-2025-41241CVE-2025-41241 CVE-2025-41241 CVE-2025-41241 CVE-2025-41241 CVE-2025-41241 CVE-2025-41241 CVE-2025-41241 CVE-2025-41241 CVE-2025-41241 CVE-2025-41241 CVE-2025-41241 CVE-2025-41241 CVE-2025-41241 CVE-2025-41241 CVE-2025-41241 CVE-2025-41241 CVE-2025-41241","VCDSA35964","1"
"1421","CVE-2025-41244","VCDSA36149","1"
"1422","CVE-2025-41245","VCDSA36149","1"
"1423","CVE-2025-41246","VCDSA36149","1"
"1424","CVE-2025-41250","VCDSA36150","1"
"1425","CVE-2025-41251","VCDSA36150","1"
"1426","CVE-2025-41252","VCDSA36150","1"
"1427","CVE-2026-22715","VCDSA36986","1"
"1428","CVE-2026-22716","VCDSA36986","1"
"1429","CVE-2026-22717","VCDSA36986","1"
"1430","CVE-2026-22719","VCDSA36947","1"
"1431","CVE-2026-22720","VCDSA36947","1"
"1432","CVE-2026-22721","VCDSA36947","1"
"1433","CVE-2026-22722","VCDSA36986","1"
"1434","CVE-2026-41702CVE-2026-41702 CVE-2026-41702 CVE-2026-41702 CVE-2026-41702 CVE-2026-41702 CVE-2026-41702 CVE-2026-41702 CVE-2026-41702 CVE-2026-41702 CVE-2026-41702 CVE-2026-41702","VCDSA37454","1"
"1435","CVE-2026-41703","VCDSA38017","1"
"1436","CVE-2026-41709","VCDSA38017","1"
"1437","CVE-2026-41722","VCDSA37513","1"
"1438","CVE-2026-41723","VCDSA37513","1"
"1439","CVE-2026-41724","VCDSA37513","1"
"1440","CVE-2026-47876","VCDSA38017","1"
"1441","CVE-2026-59309","VCDSA38017","1"
"1442","CVE-2026-59310","VCDSA38017","1"
"1443","CVE-2105-2342","VCDSA23482","1"
